date,city,altitude_m,temp,feels_like,humidity,wind_speed,wind_deg,pressure,clouds_all,visibility,description,rain_mm,showers_mm,snowfall_cm
2025-08-07,Askoli / Korfong,3000,16,14.39,28,1.69,286,1009,5,10000,clear sky,0,0,0
2025-08-07,Mongron,3140,17.05,15.75,36,1.63,327,1011,1,10000,clear sky,0,0,0
2025-08-07,Paju,3666,4.57,2.83,49,2.04,350,1012,0,10000,clear sky,0,0,0
2025-08-07,Khoburse,3833,8.85,7.63,57,2.27,356,1014,0,10000,clear sky,0,0,0
2025-08-07,Goro 1,4000,10,8.86,57,2.44,353,1014,4,9793,clear sky,0,0,0
2025-08-07,Concordia,4691,-13.91,-13.91,59,0.8,192,1016,52,10000,broken clouds,0,0,0
2025-08-07,Broad Peak BC,5177,5.48,5.48,61,1.04,210,1016,60,10000,broken clouds,0,0,0
2025-08-07,K2 BC,4998,7.19,7.19,61,1.31,217,1016,69,10000,broken clouds,0,0,0
2025-08-07,Ali Camp,5000,2.77,1.32,58,1.56,214,1015,80,10000,broken clouds,0,0,0
2025-08-07,Gondogoro La,5585,4.85,3.64,56,1.61,212,1015,84,10000,broken clouds,0,0,0
2025-08-07,Khuspang,4600,2.79,1.5,56,1.45,201,1015,83,10000,broken clouds,0,0,0
2025-08-07,Saicho,3500,2.95,1.04,44,1.95,207,1013,92,10000,overcast clouds,0,0,0
2025-08-07,Hushe,3000,9,7.82,33,2.25,203,1008,52,10000,broken clouds,0,0,0
2025-08-07,K2 Summit,8611,-13.91,-13.91,59,0.8,192,1016,52,10000,broken clouds,0,0,0
2025-08-07,Everest Base Camp,5364,2.33,-0.28,65,2.52,200,1015,87,9929,overcast clouds,0,0,0
2025-08-07,Everest Summit,8848,-11.7,-16.27,67,2.11,201,1016,90,10000,light snow,0,0,0.1
2025-08-07,Dead Sea (lowest point),-430,34.3,41.3,61,1.65,46,1008,0,10000,clear sky,0,0,0
2025-08-07,Kilimanjaro Summit,5895,-8.2,-8.2,77,0.54,307,1020,96,6278,overcast clouds,0,0,0
2025-08-07,Aconcagua Summit,6961,-23.36,-30.36,67,2.87,302,1028,3,10000,clear sky,0,0,0
2025-08-08,Vilnius,112,18.07,17.81,72,3.6,170,1020,0,10000,clear sky,0,0,0
2025-08-08,Stambulas,40,27.94,29.93,65,9.77,40,1015,75,10000,broken clouds,0,0,0
2025-08-08,Islamabadas,540,31.03,38.03,77,2.26,132,1006,53,10000,broken clouds,0,0,0
2025-08-08,Skardu,2230,30.22,28.75,27,1.14,59,1004,1,10000,clear sky,0,0,0
2025-08-08,Askoli / Korfong,3000,17.78,16.48,33,3.36,235,1008,0,10000,clear sky,0,0,0
2025-08-08,Mongron,3140,19.02,18.02,40,2.65,239,1009,8,10000,clear sky,0,0,0
2025-08-08,Paju,3666,6.45,5.28,51,1.78,252,1011,26,10000,scattered clouds,0,0,0
2025-08-08,Khoburse,3833,10.62,9.25,58,1.41,267,1012,39,10000,scattered clouds,0,0,0
2025-08-08,Goro 1,4000,11.91,10.64,57,1.57,271,1012,44,10000,scattered clouds,0,0,0
2025-08-08,Concordia,4691,-10.25,-15.7,54,2.91,225,1012,61,10000,light snow,0,0,0.11
2025-08-08,Broad Peak BC,5177,8.73,6.94,57,3.07,221,1013,54,10000,broken clouds,0,0,0
2025-08-08,K2 BC,4998,10.01,8.61,59,3.2,219,1013,52,10000,broken clouds,0,0,0
2025-08-08,Ali Camp,5000,5.09,2.39,59,3.32,215,1014,62,10000,broken clouds,0,0,0
2025-08-08,Gondogoro La,5585,7.05,4.75,58,3.34,214,1013,68,10000,broken clouds,0,0,0
2025-08-08,Khuspang,4600,4.79,2.07,58,3.26,211,1013,85,10000,overcast clouds,0,0,0
2025-08-08,Saicho,3500,4.91,2.16,47,3.34,215,1012,75,10000,broken clouds,0,0,0
2025-08-08,Hushe,3000,10.66,8.7,35,3.05,212,1007,19,10000,few clouds,0,0,0
2025-08-08,K2 Summit,8611,-10.25,-15.7,54,2.91,225,1012,61,10000,light snow,0,0,0.11
2025-08-08,Everest Base Camp,5364,-0.1,-3.19,94,2.55,197,1019,100,331,snow,0,0,0.52
2025-08-08,Everest Summit,8848,-13.63,-19.33,97,2.61,198,1019,99,149,snow,0,0,0.65
2025-08-08,Dead Sea (lowest point),-430,34.85,41.85,63,1.98,5,1006,0,10000,clear sky,0,0,0
2025-08-08,Kilimanjaro Summit,5895,-7.74,-7.74,79,0.53,239,1019,96,10000,overcast clouds,0,0,0
2025-08-08,Aconcagua Summit,6961,-27.2,-34.2,33,2.49,71,1038,26,10000,scattered clouds,0,0,0
2025-08-09,Vilnius,112,19.95,19.93,74,1.03,0,1021,0,10000,clear sky,0,0,0
2025-08-09,Stambulas,40,29.12,36.12,100,7.2,40,1020,40,10000,scattered clouds,0,0,0
2025-08-09,Islamabadas,540,32.12,39.12,70,1.34,196,1006,6,10000,clear sky,0,0,0
2025-08-09,Skardu,2230,30.08,28.51,25,2.36,43,1008,2,10000,clear sky,0,0,0
2025-08-09,Askoli / Korfong,3000,18.21,16.97,34,2.54,250,1011,0,10000,clear sky,0,0,0
2025-08-09,Mongron,3140,19.26,18.31,41,1.67,272,1013,2,10000,clear sky,0,0,0
2025-08-09,Paju,3666,6.5,5.73,53,1.44,316,1015,20,10000,few clouds,0,0,0
2025-08-09,Khoburse,3833,10.56,9.24,60,1.7,336,1016,32,8282,scattered clouds,0,0,0
2025-08-09,Goro 1,4000,11.81,10.59,59,1.92,336,1016,29,5557,scattered clouds,0,0,0
2025-08-09,Concordia,4691,-10.22,-10.22,54,0.91,221,1017,29,9670,scattered clouds,0,0,0
2025-08-09,Broad Peak BC,5177,8.74,8.74,56,1.29,203,1017,30,6005,scattered clouds,0,0,0
2025-08-09,K2 BC,4998,10.08,8.66,58,1.7,195,1018,36,4372,scattered clouds,0,0,0
2025-08-09,Ali Camp,5000,5.43,3.7,57,2.17,190,1017,56,6778,broken clouds,0,0,0
2025-08-09,Gondogoro La,5585,7.52,6.08,56,2.26,189,1017,65,8719,broken clouds,0,0,0
2025-08-09,Khuspang,4600,5.45,3.75,56,2.15,183,1017,85,10000,overcast clouds,0,0,0
2025-08-09,Saicho,3500,5.84,3.79,44,2.63,198,1014,85,10000,overcast clouds,0,0,0
2025-08-09,Hushe,3000,11.31,9.38,34,2.99,201,1010,63,10000,broken clouds,0,0,0
2025-08-09,K2 Summit,8611,-10.22,-10.22,54,0.91,221,1017,29,9670,scattered clouds,0,0,0
2025-08-09,Everest Base Camp,5364,0.61,-1.99,87,2.21,212,1020,100,930,light snow,0,0,0.12
2025-08-09,Everest Summit,8848,-13.06,-17.78,88,2.06,211,1020,100,890,light snow,0,0,0.15
2025-08-09,Dead Sea (lowest point),-430,36.52,43.52,71,0.89,56,1007,6,10000,clear sky,0,0,0
2025-08-09,Kilimanjaro Summit,5895,-9.71,-9.71,87,0.22,306,1021,100,2891,overcast clouds,0,0,0
2025-08-09,Aconcagua Summit,6961,-20.53,-26.39,9,2.01,22,1026,0,10000,clear sky,0,0,0
2025-08-10,Vilnius,112,18.27,18.03,72,3.6,160,1019,0,10000,clear sky,0,0,0
2025-08-10,Stambulas,40,27.94,29.93,65,7.72,50,1019,40,10000,scattered clouds,0,0,0
2025-08-10,Islamabadas,540,33.14,36.87,51,3.63,148,1005,40,10000,scattered clouds,0,0,0
2025-08-10,Skardu,2230,30.14,29.22,34,2.3,32,1006,9,10000,clear sky,0,0,0
2025-08-10,Askoli / Korfong,3000,18.68,17.41,31,1.34,298,1010,5,10000,clear sky,0,0,0
2025-08-10,Mongron,3140,19.88,18.92,38,1.58,345,1011,7,10000,clear sky,0,0,0
2025-08-10,Paju,3666,7.32,5.86,49,2.24,5,1013,11,10000,few clouds,0,0,0
2025-08-10,Khoburse,3833,11.49,10.16,56,2.54,9,1014,13,7116,few clouds,0,0,0
2025-08-10,Goro 1,4000,12.8,11.57,55,2.65,5,1014,15,4391,few clouds,0,0,0
2025-08-10,Concordia,4691,-10.79,-10.79,60,0.64,237,1017,55,10000,broken clouds,0,0,0
2025-08-10,Broad Peak BC,5177,8.34,8.34,61,0.82,220,1017,43,10000,scattered clouds,0,0,0
2025-08-10,K2 BC,4998,9.86,9.86,61,1,208,1017,33,10000,scattered clouds,0,0,0
2025-08-10,Ali Camp,5000,5.37,5.37,59,1.15,193,1017,24,10000,few clouds,0,0,0
2025-08-10,Gondogoro La,5585,7.49,7.49,57,1.16,188,1016,22,10000,few clouds,0,0,0
2025-08-10,Khuspang,4600,5.35,5.35,58,0.97,172,1016,28,10000,scattered clouds,0,0,0
2025-08-10,Saicho,3500,6,5.15,46,1.45,192,1013,11,10000,few clouds,0,0,0
2025-08-10,Hushe,3000,11.69,9.85,36,2.43,207,1009,11,10000,few clouds,0,0,0
2025-08-10,K2 Summit,8611,-10.79,-10.79,60,0.64,237,1017,55,10000,broken clouds,0,0,0
2025-08-10,Everest Base Camp,5364,1.39,-0.76,79,1.94,225,1018,96,3949,overcast clouds,0,0,0
2025-08-10,Everest Summit,8848,-12.22,-16.43,81,1.86,232,1018,95,2239,light snow,0,0,0.11
2025-08-10,Dead Sea (lowest point),-430,36.52,43.52,63,2.21,13,1009,8,10000,clear sky,0,0,0
2025-08-10,Kilimanjaro Summit,5895,-8.88,-8.88,74,0.42,260,1021,87,10000,overcast clouds,0,0,0
2025-08-10,Aconcagua Summit,6961,-21.09,-28.09,21,3.11,318,1030,34,10000,scattered clouds,0,0,0
2025-08-11,Vilnius,112,15.43,15.25,85,4.12,310,1020,75,10000,broken clouds,0,0,0
2025-08-11,Stambulas,40,26.94,28.37,65,8.23,40,1016,0,10000,clear sky,0,0,0
2025-08-11,Islamabadas,540,33.79,40.79,68,1.86,160,1003,45,10000,scattered clouds,0,0,0
2025-08-11,Skardu,2230,30.69,30.14,37,2.38,31,1005,1,10000,clear sky,0,0,0
2025-08-11,Askoli / Korfong,3000,19.27,18.24,38,1.47,301,1008,14,10000,few clouds,0,0,0
2025-08-11,Mongron,3140,20.42,19.64,43,1.79,345,1010,21,10000,few clouds,0,0,0
2025-08-11,Paju,3666,7.82,6.24,53,2.5,3,1012,34,10000,scattered clouds,0,0,0
2025-08-11,Khoburse,3833,11.97,10.76,59,2.88,7,1013,45,8274,scattered clouds,0,0,0
2025-08-11,Goro 1,4000,13.3,12.2,58,3.14,5,1013,52,5303,broken clouds,0,0,0
2025-08-11,Concordia,4691,-10.65,-10.65,65,1.05,54,1017,64,10000,broken clouds,0,0,0
2025-08-11,Broad Peak BC,5177,8.54,8.54,66,0.98,66,1017,48,10000,scattered clouds,0,0,0
2025-08-11,K2 BC,4998,10.08,8.87,66,0.98,76,1017,34,10000,scattered clouds,0,0,0
2025-08-11,Ali Camp,5000,5.58,5.58,63,1.04,85,1016,20,10000,few clouds,0,0,0
2025-08-11,Gondogoro La,5585,7.69,7.69,62,1.06,85,1016,17,10000,few clouds,0,0,0
2025-08-11,Khuspang,4600,5.58,5.58,62,1.16,77,1016,20,10000,few clouds,0,0,0
2025-08-11,Saicho,3500,6.18,6.18,50,0.69,114,1013,7,10000,clear sky,0,0,0
2025-08-11,Hushe,3000,12.26,10.51,37,1.88,201,1007,4,10000,clear sky,0,0,0
2025-08-11,K2 Summit,8611,-10.65,-10.65,65,1.05,54,1017,64,10000,broken clouds,0,0,0
2025-08-11,Everest Base Camp,5364,-0.05,-0.05,98,1.18,194,1018,100,559,light snow,0,0,0.26
2025-08-11,Everest Summit,8848,-13.57,-13.57,100,1.07,161,1018,100,195,light snow,0,0,0.23
2025-08-11,Dead Sea (lowest point),-430,38.19,45.19,48,0.43,353,1007,46,10000,scattered clouds,0,0,0
2025-08-11,Kilimanjaro Summit,5895,-9.78,-9.78,84,0.57,239,1022,67,10000,broken clouds,0,0,0
2025-08-11,Aconcagua Summit,6961,-17.74,-24.74,39,2.96,286,1029,25,10000,scattered clouds,0,0,0
2025-08-12,Vilnius,112,15.96,15.65,78,3.6,260,1021,75,10000,broken clouds,0,0,0
2025-08-12,Stambulas,40,27.57,28.56,57,8.23,60,1017,0,10000,clear sky,0,0,0
2025-08-12,Islamabadas,540,30.46,37.46,79,2.24,128,1004,95,10000,overcast clouds,0,0,0
2025-08-12,Skardu,2230,31.38,30.97,37,2.54,26,1003,70,10000,broken clouds,0,0,0
2025-08-12,Askoli / Korfong,3000,19.83,18.7,32,2,334,1007,63,10000,broken clouds,0,0,0
2025-08-12,Mongron,3140,20.79,19.94,39,2.62,354,1009,65,10000,broken clouds,0,0,0
2025-08-12,Paju,3666,8.02,5.98,50,3.25,2,1012,66,10000,broken clouds,0,0,0
2025-08-12,Khoburse,3833,12.11,10.86,57,3.53,3,1013,67,10000,broken clouds,0,0,0
2025-08-12,Goro 1,4000,13.5,12.39,57,3.58,360,1013,69,10000,broken clouds,0,0,0
2025-08-12,Concordia,4691,-10.5,-14.6,65,1.95,36,1016,87,10000,overcast clouds,0,0,0
2025-08-12,Broad Peak BC,5177,8.62,7.75,66,1.82,43,1017,81,7137,broken clouds,0,0,0
2025-08-12,K2 BC,4998,10.12,8.91,66,1.75,50,1017,75,5536,broken clouds,0,0,0
2025-08-12,Ali Camp,5000,5.65,4.4,63,1.74,55,1016,72,7739,broken clouds,0,0,0
2025-08-12,Gondogoro La,5585,7.79,6.87,61,1.74,55,1015,73,9556,broken clouds,0,0,0
2025-08-12,Khuspang,4600,5.74,4.4,61,1.84,50,1015,79,10000,broken clouds,0,0,0
2025-08-12,Saicho,3500,6.48,6.48,47,1.19,53,1012,73,10000,broken clouds,0,0,0
2025-08-12,Hushe,3000,12.82,11.02,33,0.79,228,1006,78,10000,broken clouds,0,0,0
2025-08-12,K2 Summit,8611,-10.5,-14.6,65,1.95,36,1016,87,10000,overcast clouds,0,0,0
2025-08-12,Everest Base Camp,5364,3.32,3.32,67,0.28,48,1014,74,9345,broken clouds,0,0,0
2025-08-12,Everest Summit,8848,-10.63,-10.63,70,0.58,56,1015,74,9991,snow,0,0,0.8
2025-08-12,Dead Sea (lowest point),-430,40.41,47.41,49,1.98,4,1007,9,10000,clear sky,0,0,0
2025-08-12,Kilimanjaro Summit,5895,-10.33,-10.33,84,0.49,256,1022,87,10000,overcast clouds,0,0,0
2025-08-12,Aconcagua Summit,6961,-16.14,-22.3,48,2.6,282,1027,41,10000,scattered clouds,0,0,0
